"","doc_id","sdg01","sdg02","sdg03","sdg04","sdg05","sdg06","sdg07","sdg08","sdg09","sdg10","sdg11","sdg12","sdg13","sdg14","sdg15","sdg16","sgd17","sdg","gc","gri","int","company","country","year","ctrygrp"
"435","US34959E1091_2020_SR_0.pdf",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,"US34959E1091","US",2020,"USA"
"436","US35671D8570_2016_SR_0.pdf",0,0,0,0,1,0,4,0,0,0,0,0,1,0,25,3,54,14,1,12,0,"US35671D8570","US",2016,"USA"
"437","US35671D8570_2020_SR_0.pdf",0,0,10,0,4,11,11,0,0,1,0,1,20,0,57,8,10,20,0,16,0,"US35671D8570","US",2020,"USA"
"438","US35671D8570_2020_SR_2.pdf",0,1,0,0,0,0,48,1,0,0,0,0,36,0,3,1,1,2,0,0,0,"US35671D8570","US",2020,"USA"
"439","US35671D8570_2020_SR_3.pdf",0,0,3,0,0,18,0,0,0,0,0,0,10,0,13,0,3,1,0,0,0,"US35671D8570","US",2020,"USA"
"440","US3635761097_2016_SR_0.pdf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US3635761097","US",2016,"USA"
"441","US3635761097_2020_SR_0.pdf",0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,"US3635761097","US",2020,"USA"
"442","US37045V1008_2016_SR_0.pdf",1,1,1,0,0,1,72,2,0,5,0,0,15,0,9,14,7,0,9,59,0,"US37045V1008","US",2016,"USA"
"443","US37045V1008_2020_SR_0.pdf",1,0,7,2,2,2,48,2,0,2,1,3,52,0,10,42,14,1,9,79,0,"US37045V1008","US",2020,"USA"
"444","US3724601055_2020_SR_0.pdf",1,0,0,0,0,0,4,0,0,2,0,0,2,1,0,0,0,0,0,1,0,"US3724601055","US",2020,"USA"
"445","US3802371076_2020_SR_0.pdf",0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,11,0,0,0,20,0,"US3802371076","US",2020,"USA"
"446","US40434L1052_2016_SR_0.pdf",1,3,14,12,1,1,73,3,3,1,0,1,24,0,6,18,20,5,0,23,0,"US40434L1052","US",2016,"USA"
"447","US40434L1052_2020_SR_0.pdf",1,4,3,5,10,1,53,4,2,2,0,3,31,2,9,35,20,9,1,74,0,"US40434L1052","US",2020,"USA"
"448","US40434L1052_2020_SR_2.pdf",0,0,0,0,2,1,0,0,0,0,0,0,6,0,3,5,1,0,0,0,0,"US40434L1052","US",2020,"USA"
"449","US4165151048_2016_SR_0.pdf",0,4,1,0,0,0,2,0,0,0,0,0,6,0,0,2,0,0,0,0,0,"US4165151048","US",2016,"USA"
"450","US4165151048_2020_SR_0.pdf",1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,2,0,132,0,"US4165151048","US",2020,"USA"
"451","US4165151048_2020_SR_2.pdf",0,0,0,0,0,0,13,0,0,0,0,0,44,0,1,0,0,0,0,2,0,"US4165151048","US",2020,"USA"
"452","US4180561072_2016_SR_0.pdf",3,5,16,2,5,0,16,7,1,6,0,2,10,0,0,12,6,28,0,11,0,"US4180561072","US",2016,"USA"
"453","US4180561072_2020_SR_0.pdf",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,56,0,"US4180561072","US",2020,"USA"
"454","US42809H1077_2016_SR_0.pdf",0,0,0,1,0,2,7,5,0,1,0,0,25,0,18,7,2,0,5,40,0,"US42809H1077","US",2016,"USA"
"455","US42809H1077_2020_SR_0.pdf",0,0,0,0,2,1,12,2,0,3,0,0,89,0,20,11,19,10,26,193,0,"US42809H1077","US",2020,"USA"
"456","US4364401012_2020_SR_0.pdf",1,0,3,1,1,0,1,2,0,6,0,0,1,0,0,11,3,0,0,1,0,"US4364401012","US",2020,"USA"
"457","US4404521001_2016_SR_0.pdf",1,16,0,1,0,1,11,2,0,1,0,0,0,0,0,4,1,0,0,33,0,"US4404521001","US",2016,"USA"
"458","US4404521001_2020_SR_0.pdf",1,28,1,0,0,5,9,0,0,1,0,0,8,0,1,3,2,0,0,61,0,"US4404521001","US",2020,"USA"
"459","US4461501045_2020_CR_0.pdf",0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,5,0,0,0,0,0,"US4461501045","US",2020,"USA"
"460","US4461501045_2020_SR_0.pdf",2,3,13,0,0,3,46,6,0,1,2,0,20,0,2,23,5,1,6,1,0,"US4461501045","US",2020,"USA"
"461","US45167R1041_2020_SR_0.pdf",2,0,3,0,1,0,4,0,0,1,0,0,2,0,1,0,0,0,0,0,0,"US45167R1041","US",2020,"USA"
"462","US45168D1046_2020_SR_0.pdf",0,1,22,0,0,6,3,0,0,0,0,0,9,0,0,2,0,0,0,0,0,"US45168D1046","US",2020,"USA"
"463","US45784P1012_2020_SR_0.pdf",0,0,7,0,0,2,1,0,1,9,0,0,19,0,1,6,0,0,0,59,0,"US45784P1012","US",2020,"USA"
"464","US49271V1008_2020_SR_0.pdf",0,4,109,0,0,3,5,3,0,3,0,0,18,1,7,13,2,3,0,12,0,"US49271V1008","US",2020,"USA"
"465","US4932671088_2016_SR_0.pdf",0,0,0,0,0,0,20,1,0,0,0,0,3,0,0,0,0,0,0,88,0,"US4932671088","US",2016,"USA"
"466","US4932671088_2020_CR_0.pdf",0,0,0,0,0,0,35,0,0,0,0,0,53,0,0,2,0,0,0,1,0,"US4932671088","US",2020,"USA"
"467","US4932671088_2020_GR_0.pdf",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,25,0,"US4932671088","US",2020,"USA"
"468","US4932671088_2020_SR_0.pdf",0,0,2,0,1,0,23,1,0,4,0,0,10,0,0,25,0,0,0,4,0,"US4932671088","US",2020,"USA"
"469","US4943681035_2016_SR_0.pdf",4,0,2,0,1,7,9,0,0,5,1,1,10,0,5,11,6,4,13,137,0,"US4943681035","US",2016,"USA"
"470","US4943681035_2020_SR_0.pdf",0,0,11,0,2,24,8,0,0,0,0,0,6,1,13,10,1,5,0,1,0,"US4943681035","US",2020,"USA"
"471","US4943681035_2020_SR_2.pdf",1,0,1,0,0,5,3,0,0,4,0,0,11,0,6,7,0,0,24,230,0,"US4943681035","US",2020,"USA"
"472","US5010441013_2016_SR_0.pdf",0,26,3,0,0,0,7,1,0,0,0,0,1,0,2,1,1,0,0,14,0,"US5010441013","US",2016,"USA"
"473","US5010441013_2020_SR_0.pdf",0,37,2,0,0,6,8,0,0,1,0,0,5,0,3,22,0,7,0,1,0,"US5010441013","US",2020,"USA"
"474","US5018892084_2020_SR_0.pdf",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"US5018892084","US",2020,"USA"
"475","US5128071082_2016_SR_0.pdf",0,1,3,1,0,1,6,0,0,0,0,0,0,0,0,3,0,0,0,11,0,"US5128071082","US",2016,"USA"
"476","US5128071082_2020_SR_0.pdf",0,1,13,0,4,0,19,0,0,1,0,0,5,0,2,19,4,4,0,15,0,"US5128071082","US",2020,"USA"
"477","US5132721045_2016_SR_0.pdf",0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"US5132721045","US",2016,"USA"
"478","US5132721045_2020_SR_0.pdf",0,21,1,0,0,2,1,0,0,0,0,0,6,0,0,2,2,0,0,33,0,"US5132721045","US",2020,"USA"
"479","US5184391044_2016_SR_0.pdf",0,0,3,1,0,1,1,0,0,0,0,1,2,0,5,0,0,0,0,1,0,"US5184391044","US",2016,"USA"
"480","US5184391044_2020_SR_0.pdf",1,0,12,0,24,5,27,0,0,4,0,3,30,2,9,22,5,8,0,77,0,"US5184391044","US",2020,"USA"
"481","US5303073051_2016_SR_0.pdf",0,0,2,2,0,0,8,8,0,0,0,1,7,0,0,0,4,3,0,61,0,"US5303073051","US",2016,"USA"
"482","US5303073051_2020_SR_0.pdf",0,0,0,0,1,0,4,0,1,1,0,0,8,0,1,1,1,0,0,78,0,"US5303073051","US",2020,"USA"
"483","US5502411037_2020_SR_0.pdf",0,7,0,0,0,1,15,1,0,2,0,0,17,0,0,0,0,0,0,0,0,"US5502411037","US",2020,"USA"
"484","US55261F1049_2020_HR_0.pdf",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"US55261F1049","US",2020,"USA"
"485","US55261F1049_2020_SR_0.pdf",4,2,2,0,0,0,9,3,0,3,0,0,12,0,0,3,0,0,0,1,0,"US55261F1049","US",2020,"USA"
"486","US5732841060_2016_SR_0.pdf",0,7,19,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US5732841060","US",2016,"USA"
"487","US5732841060_2020_SR_0.pdf",0,0,38,0,0,4,1,1,0,0,0,0,6,0,5,0,0,0,0,0,0,"US5732841060","US",2020,"USA"
"488","US5745991068_2016_SR_0.pdf",0,0,0,0,0,0,1,0,0,1,0,0,7,0,6,0,1,0,0,18,0,"US5745991068","US",2016,"USA"
"489","US5745991068_2020_SR_0.pdf",0,1,15,2,0,2,2,25,1,0,0,0,6,0,0,17,6,0,0,22,0,"US5745991068","US",2020,"USA"
"490","US57772K1016_2020_SR_0.pdf",1,7,3,0,3,0,6,2,0,3,0,0,5,0,0,3,0,0,0,127,0,"US57772K1016","US",2020,"USA"
"491","US58155Q1031_2016_SR_0.pdf",1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,8,0,"US58155Q1031","US",2016,"USA"
"492","US58155Q1031_2020_SR_0.pdf",0,0,0,0,0,0,12,0,0,8,0,0,2,0,0,14,2,0,0,123,0,"US58155Q1031","US",2020,"USA"
"493","US5926881054_2016_SR_0.pdf",0,0,0,1,0,0,5,0,0,5,0,0,0,0,0,1,0,0,0,3,0,"US5926881054","US",2016,"USA"
"494","US5926881054_2020_SR_0.pdf",0,0,2,0,0,0,7,0,0,4,0,0,1,0,0,1,13,7,0,7,0,"US5926881054","US",2020,"USA"
"495","US6092071058_2016_SR_0.pdf",0,5,75,0,2,0,3,0,0,0,0,0,14,0,2,4,8,5,0,0,0,"US6092071058","US",2016,"USA"
"496","US6092071058_2020_ER_0.pdf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US6092071058","US",2020,"USA"
"497","US6092071058_2020_SR_0.pdf",3,7,54,6,1,1,7,2,0,2,0,1,26,0,3,18,7,17,1,0,0,"US6092071058","US",2020,"USA"
"498","US6200763075_2016_SR_0.pdf",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,3,0,"US6200763075","US",2016,"USA"
"499","US6200763075_2020_SR_0.pdf",0,0,3,0,0,1,12,0,0,4,0,0,4,0,2,8,0,0,0,13,0,"US6200763075","US",2020,"USA"
"500","US6311031081_2016_SR_0.pdf",6,5,4,3,6,3,6,5,2,3,1,2,13,0,7,5,18,10,11,11,2,"US6311031081","US",2016,"USA"
"501","US6311031081_2020_CR_0.pdf",0,0,0,0,0,0,11,1,0,0,0,0,3,0,0,0,0,0,0,1,0,"US6311031081","US",2020,"USA"
"502","US6311031081_2020_GC_0.pdf",0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,2,0,0,2,0,0,"US6311031081","US",2020,"USA"
"503","US6311031081_2020_SR_0.pdf",0,0,6,0,4,1,16,3,0,4,0,0,16,0,1,10,0,0,1,23,0,"US6311031081","US",2020,"USA"
"504","US64110D1046_2020_HR_0.pdf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US64110D1046","US",2020,"USA"
"505","US64110D1046_2020_SR_0.pdf",0,3,0,0,0,0,3,0,0,2,0,0,13,0,0,8,1,0,0,29,0,"US64110D1046","US",2020,"USA"
"506","US6516391066_2016_SR_0.pdf",2,0,2,2,4,7,11,8,0,2,0,0,36,0,85,23,30,41,6,13,0,"US6516391066","US",2016,"USA"
"507","US6516391066_2020_SR_0.pdf",1,11,0,0,1,12,7,6,0,1,0,0,61,0,54,32,90,67,2,352,0,"US6516391066","US",2020,"USA"
"508","US6703461052_2016_SR_0.pdf",0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,3,0,0,0,9,0,"US6703461052","US",2016,"USA"
"509","US6703461052_2020_SR_0.pdf",0,1,2,1,0,2,2,0,0,0,0,0,3,0,5,4,0,0,0,36,0,"US6703461052","US",2020,"USA"
"510","US6934751057_2016_SR_0.pdf",2,0,9,0,0,0,8,0,0,0,0,0,4,0,0,11,0,0,0,9,0,"US6934751057","US",2016,"USA"
"511","US6934751057_2020_ER_0.pdf",0,0,0,0,0,0,11,0,0,0,0,0,19,0,3,0,1,0,0,0,0,"US6934751057","US",2020,"USA"
"512","US6934751057_2020_SR_0.pdf",1,1,6,1,1,0,5,2,0,2,1,0,6,0,0,13,2,4,0,45,0,"US6934751057","US",2020,"USA"
"513","US72919P2020_2020_SR_0.pdf",0,1,0,0,0,1,14,0,0,1,0,0,5,0,0,0,2,0,0,3,0,"US72919P2020","US",2020,"USA"
"514","US74736K1016_2020_SR_0.pdf",0,0,0,0,0,0,5,0,0,0,0,0,15,0,1,1,0,0,1,0,0,"US74736K1016","US",2020,"USA"
"515","US75886F1075_2016_SR_0.pdf",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"US75886F1075","US",2016,"USA"
"516","US75886F1075_2020_SR_1.pdf",0,1,0,3,2,0,11,0,0,2,0,2,6,0,4,13,4,29,0,0,0,"US75886F1075","US",2020,"USA"
"517","US75886F1075_2020_SR_2.pdf",0,0,0,0,0,0,3,1,0,0,0,0,11,0,0,0,0,0,0,0,0,"US75886F1075","US",2020,"USA"
"518","US78409V1044_2016_SR_0.pdf",5,4,8,0,0,3,9,11,0,4,2,0,9,0,0,7,6,3,0,17,0,"US78409V1044","US",2016,"USA"
"519","US78409V1044_2020_CR_0.pdf",0,0,0,0,0,0,5,0,0,0,0,0,29,0,1,3,1,0,0,0,0,"US78409V1044","US",2020,"USA"
"520","US78409V1044_2020_SR_0.pdf",0,0,9,1,1,1,5,0,0,2,0,0,33,0,23,13,3,3,0,15,0,"US78409V1044","US",2020,"USA"
"521","US8326964058_2016_SR_0.pdf",1,9,15,3,0,0,5,0,0,1,0,1,11,0,2,1,0,0,0,0,0,"US8326964058","US",2016,"USA"
"522","US8326964058_2020_SR_0.pdf",0,5,2,1,0,0,4,0,0,1,0,0,10,0,1,24,1,0,0,0,0,"US8326964058","US",2020,"USA"
"523","US8666741041_2020_SR_0.pdf",0,1,2,0,0,1,4,0,0,0,0,0,1,0,0,7,2,0,0,4,0,"US8666741041","US",2020,"USA"
"524","US8666741041_2020_SR_2.pdf",1,2,0,0,0,2,4,1,0,2,0,0,2,0,1,5,2,0,0,7,0,"US8666741041","US",2020,"USA"
"525","US87165B1035_2020_SR_0.pdf",5,11,11,0,0,2,1,0,0,0,0,0,2,0,0,15,0,1,0,0,0,"US87165B1035","US",2020,"USA"
"526","US8725901040_2020_SR_0.pdf",0,0,8,0,0,0,22,0,0,4,0,0,38,0,0,5,1,0,0,10,0,"US8725901040","US",2020,"USA"
"527","US88579Y1010_2016_SR_0.pdf",1,0,2,1,0,6,42,2,0,5,0,0,22,0,4,11,11,67,55,33,0,"US88579Y1010","US",2016,"USA"
"528","US88579Y1010_2020_SR_0.pdf",2,5,9,1,0,5,32,2,0,9,0,0,28,0,3,72,15,101,65,62,0,"US88579Y1010","US",2020,"USA"
"529","US8936411003_2020_SR_0.pdf",1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"US8936411003","US",2020,"USA"
"530","US89400J1079_2016_SR_0.pdf",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,"US89400J1079","US",2016,"USA"
"531","US89400J1079_2020_HR_0.pdf",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,"US89400J1079","US",2020,"USA"
"532","US89400J1079_2020_SR_0.pdf",0,0,2,0,1,0,0,2,0,1,0,1,9,0,0,8,3,5,0,4,0,"US89400J1079","US",2020,"USA"
"533","US9078181081_2016_SR_0.pdf",0,0,4,0,0,3,3,8,0,0,0,0,5,0,4,1,0,0,0,0,0,"US9078181081","US",2016,"USA"
"534","US9078181081_2020_SR_0.pdf",0,0,5,1,2,4,0,9,0,5,1,1,13,0,12,3,8,5,0,107,0,"US9078181081","US",2020,"USA"
"535","US92276F1003_2020_SR_0.pdf",0,0,7,0,2,0,8,0,0,3,1,0,5,0,0,9,2,1,0,71,0,"US92276F1003","US",2020,"USA"
"536","US92343V1044_2016_SR_0.pdf",1,4,2,2,1,1,1,4,2,0,0,1,4,0,2,3,8,2,0,6,0,"US92343V1044","US",2016,"USA"
"537","US92343V1044_2020_SR_1.pdf",0,0,4,2,0,1,68,6,0,2,0,1,25,0,6,43,9,19,0,31,0,"US92343V1044","US",2020,"USA"
"538","US92556V1061_2020_SR_0.pdf",1,0,18,0,8,7,8,2,0,3,1,1,32,0,3,5,1,19,7,56,0,"US92556V1061","US",2020,"USA"
"539","US9291601097_2016_SR_0.pdf",0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"US9291601097","US",2016,"USA"
"540","US9291601097_2020_SR_0.pdf",1,2,3,1,0,1,5,0,0,2,0,0,4,0,18,6,0,0,0,0,0,"US9291601097","US",2020,"USA"
"541","US98956P1021_2016_SR_0.pdf",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,"US98956P1021","US",2016,"USA"
"542","US98956P1021_2020_SR_0.pdf",2,0,3,0,0,0,1,0,0,1,0,0,2,0,0,8,0,0,0,0,0,"US98956P1021","US",2020,"USA"
"543","US98978V1035_2016_SR_0.pdf",0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,"US98978V1035","US",2016,"USA"
"544","US98978V1035_2020_ER_0.pdf",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,"US98978V1035","US",2020,"USA"
"545","US98978V1035_2020_SR_0.pdf",0,4,7,0,1,1,12,0,0,0,0,1,3,0,0,2,2,2,0,0,0,"US98978V1035","US",2020,"USA"
